gene_symbol,ensembl_id,chromosome,start,end,strand,chr_num
KRTAP4-5,ENSG00000198271,17,41148924,41149825,-1,17
KRTAP4-4,ENSG00000292041,17,41159649,41160748,-1,17
KRTAP4-3,ENSG00000196156,17,41167231,41168221,-1,17
KRTAP4-2,ENSG00000244537,17,41177446,41178221,-1,17
KRTAP4-1,ENSG00000198443,17,41184100,41184911,-1,17
KRTAP9-1,ENSG00000240542,17,41189887,41190639,1,17
KRTAP9-2,ENSG00000239886,17,41226648,41227652,1,17
KRTAP9-3,ENSG00000204873,17,41232449,41233454,1,17
KRTAP9-8,ENSG00000292048,17,41237999,41239004,1,17
KRTAP9-4,ENSG00000262896,17,41249687,41250653,1,17
KRTAP9-9,ENSG00000267728,17,41255384,41256364,1,17
KRTAP9-6,ENSG00000267635,17,41265378,41265860,1,17
KRTAP9-7,ENSG00000180386,17,41275698,41276207,1,17
KRTAP29-1,ENSG00000212658,17,41301826,41302851,-1,17
KRTAP16-1,ENSG00000212657,17,41307700,41309309,-1,17
KRTAP17-1,ENSG00000292024,17,41314912,41315710,-1,17
KRT33A,ENSG00000006059,17,41346092,41350828,-1,17
KRT33B,ENSG00000131738,17,41363498,41369813,-1,17
KRT34,ENSG00000292033,17,41377669,41382306,-1,17
KRT31,ENSG00000262993,17,41393721,41397608,-1,17
LOC100505782,ENSG00000234859,17,41397086,41449675,1,17
KRT37,ENSG00000263022,17,41420547,41424585,-1,17
KRT38,ENSG00000171360,17,41436154,41440983,-1,17
KRT32,ENSG00000108759,17,41459513,41467386,-1,17
KRT35,ENSG00000197079,17,41476710,41481151,-1,17
KRT36,ENSG00000126337,17,41486136,41492546,-1,17
KRT13,ENSG00000171401,17,41500981,41505705,-1,17
KRT15,ENSG00000171346,17,41513745,41522529,-1,17
MIR6510,ENSG00000283796,17,41517164,41517217,-1,17
KRT19,ENSG00000171345,17,41523617,41528308,-1,17
LINC00974,ENSG00000226629,17,41549606,41554495,-1,17
KRT9,ENSG00000171403,17,41565836,41572059,-1,17
KRT14,ENSG00000186847,17,41582279,41586895,-1,17
KRT16,ENSG00000186832,17,41609778,41615899,-1,17
KRT17,ENSG00000128422,17,41619442,41624842,-1,17
KRT42P,ENSG00000290861,17,41626318,41666609,-1,17
EIF1,ENSG00000173812,17,41688885,41692668,1,17
GAST,ENSG00000184502,17,41712331,41715969,1,17
HAP1,ENSG00000173805,17,41717742,41734644,-1,17
JUP,ENSG00000173801,17,41754604,41786931,-1,17
P3H4,ENSG00000141696,17,41801947,41812604,-1,17
FKBP10,ENSG00000141756,17,41812680,41823213,1,17
NT5C3B,ENSG00000141698,17,41825057,41836260,-1,17
KLHL10,ENSG00000161594,17,41835685,41848384,1,17
KLHL11,ENSG00000178502,17,41848518,41865423,-1,17
ACLY,ENSG00000131473,17,41866917,41930542,-1,17
CNP,ENSG00000173786,17,41966763,41977740,1,17
DNAJC7,ENSG00000168259,17,41976421,42021376,-1,17
NKIRAS2,ENSG00000168256,17,42011382,42025644,1,17
ZNF385C,ENSG00000187595,17,42025576,42098479,-1,17
DHX58,ENSG00000108771,17,42101404,42112714,-1,17
KAT2A,ENSG00000108773,17,42113111,42121367,-1,17
HSPB9,ENSG00000260325,17,42122804,42123352,1,17
RAB5C,ENSG00000108774,17,42124978,42155044,-1,17
KCNH4,ENSG00000089558,17,42156891,42181142,-1,17
HCRT,ENSG00000161610,17,42184060,42185452,-1,17
GHDC,ENSG00000167925,17,42188799,42194513,-1,17
STAT5B,ENSG00000173757,17,42199176,42288633,-1,17
STAT5A,ENSG00000126561,17,42287547,42311943,1,17
STAT3,ENSG00000168610,17,42313324,42388568,-1,17
CAVIN1,ENSG00000177469,17,42402449,42423256,-1,17
ATP6V0A1,ENSG00000033627,17,42458844,42522582,1,17
MIR548AT,ENSG00000264314,17,42494773,42494830,1,17
MIR5010,ENSG00000283929,17,42514188,42514307,1,17
NAGLU,ENSG00000108784,17,42536241,42544449,1,17
HSD17B1,ENSG00000108786,17,42552922,42555214,1,17
COASY,ENSG00000068120,17,42561467,42566277,1,17
MLX,ENSG00000108788,17,42567072,42573239,1,17
PSMC3IP,ENSG00000131470,17,42572310,42577831,-1,17
RETREG3,ENSG00000141699,17,42579513,42610623,-1,17
TUBG1,ENSG00000131462,17,42609641,42615238,1,17
TUBG2,ENSG00000037042,17,42659284,42667006,1,17
PLEKHH3,ENSG00000068137,17,42667914,42676994,-1,17
CCR10,ENSG00000184451,17,42678889,42683917,-1,17
CNTNAP1,ENSG00000108797,17,42682531,42699993,1,17
EZH1,ENSG00000108799,17,42700275,42745049,-1,17
MIR6780A,ENSG00000275273,17,42708084,42708151,-1,17
RAMP2-AS1,ENSG00000197291,17,42753910,42761625,-1,17
RAMP2,ENSG00000131477,17,42758447,42763041,1,17
VPS25,ENSG00000131475,17,42773449,42779599,1,17
WNK4,ENSG00000126562,17,42780610,42797066,1,17
COA3,ENSG00000183978,17,42795147,42798704,-1,17
CNTD1,ENSG00000176563,17,42798800,42811587,1,17
BECN1,ENSG00000126581,17,42810134,42833350,-1,17
MIR6781,ENSG00000278447,17,42823880,42823943,-1,17
PSME3,ENSG00000131467,17,42824385,42843760,1,17
AOC2,ENSG00000131480,17,42844580,42850707,1,17
AOC3,ENSG00000131471,17,42851184,42858130,1,17
LINC00671,ENSG00000213373,17,42858131,42898728,-1,17
AOC4P,ENSG00000291070,17,42865922,42874246,1,17
AARSD1,ENSG00000266967,17,42950526,42964498,-1,17
PTGES3L-AARSD1,ENSG00000108825,17,42950526,42980528,-1,17
PTGES3L,ENSG00000267060,17,42968088,42980433,-1,17
RUNDC1,ENSG00000198863,17,42980565,42995142,1,17
RPL27,ENSG00000131469,17,42998273,43002959,1,17
IFI35,ENSG00000068079,17,43006740,43014456,1,17
VAT1,ENSG00000108828,17,43014607,43025123,-1,17
RND2,ENSG00000108830,17,43025231,43032041,1,17
BRCA1,ENSG00000012048,17,43044295,43170245,-1,17
NBR2,ENSG00000198496,17,43125420,43153671,1,17
NBR1,ENSG00000188554,17,43170481,43211689,1,17
TMEM106A,ENSG00000184988,17,43211835,43220041,1,17
RNU2-1,ENSG00000274585,17,43233787,43233977,-1,17
LINC00910,ENSG00000188825,17,43338741,43389226,-1,17
ARL4D,ENSG00000175906,17,43398993,43401137,1,17
MIR2117HG,ENSG00000267151,17,43444707,43451200,1,17
MIR2117,ENSG00000284344,17,43444806,43444885,1,17
DHX8,ENSG00000067596,17,43483865,43610338,1,17
ETV4,ENSG00000175832,17,43527844,43579620,-1,17
MEOX1,ENSG00000005102,17,43640389,43661922,-1,17
SOST,ENSG00000167941,17,43753738,43758791,-1,17
DUSP3,ENSG00000108861,17,43766125,43778977,-1,17
MPP3,ENSG00000161647,17,43800799,43833170,-1,17
CD300LG,ENSG00000161649,17,43847148,43863639,1,17
MPP2,ENSG00000108852,17,43875357,43909711,-1,17
FAM215A,ENSG00000267496,17,43917194,43921042,1,17
LINC01976,ENSG00000261514,17,43926845,43950464,1,17
PPY,ENSG00000108849,17,43940804,43942476,-1,17
PYY,ENSG00000131096,17,43952733,44004469,-1,17
NAGS,ENSG00000161653,17,44004622,44009068,1,17
TMEM101,ENSG00000091947,17,44011188,44023946,-1,17
LSM12,ENSG00000161654,17,44034328,44067619,-1,17
G6PC3,ENSG00000141349,17,44070620,44082151,1,17
HDAC5,ENSG00000108840,17,44076746,44123702,-1,17
LOC105371789,ENSG00000267638,17,44115912,44120595,1,17
ASB16-AS1,ENSG00000267080,17,44157293,44187180,-1,17
ASB16,ENSG00000161664,17,44170447,44179084,1,17
TMUB2,ENSG00000168591,17,44186970,44191929,1,17
ATXN7L3,ENSG00000087152,17,44191805,44200113,-1,17
UBTF,ENSG00000108312,17,44205033,44221626,-1,17
MIR6782,ENSG00000275107,17,44207771,44207839,-1,17
SLC4A1,ENSG00000004939,17,44248390,44268141,-1,17
RUNDC3A-AS1,ENSG00000267750,17,44299567,44315515,-1,17
RUNDC3A,ENSG00000108309,17,44308413,44318670,1,17
SLC25A39,ENSG00000013306,17,44319625,44324870,-1,17
GRN,ENSG00000030582,17,44345246,44353106,1,17
FAM171A2,ENSG00000161682,17,44353215,44363853,-1,17
ITGA2B,ENSG00000005961,17,44372180,44389649,-1,17
GPATCH8,ENSG00000186566,17,44395281,44503430,-1,17
FZD2,ENSG00000180340,17,44557484,44561262,1,17
LINC01180,ENSG00000266979,17,44646364,44655076,-1,17
MEIOC,ENSG00000180336,17,44656404,44690308,1,17
CCDC43,ENSG00000180329,17,44673069,44689779,-1,17
DBF4B,ENSG00000161692,17,44708608,44752264,1,17
ADAM11,ENSG00000073670,17,44758988,44781846,1,17
GJC1,ENSG00000182963,17,44798448,44830816,-1,17
HIGD1B,ENSG00000131097,17,44846353,44850476,1,17
EFTUD2,ENSG00000108883,17,44849948,44899445,-1,17
GFAP,ENSG00000131095,17,44903159,44916937,-1,17
FAM187A,ENSG00000214447,17,44903433,44905390,1,17
KIF18B,ENSG00000186185,17,44924709,44947773,-1,17
MIR6783,ENSG00000278223,17,44934618,44934681,-1,17
NMT1,ENSG00000136448,17,44957992,45109016,1,17
C1QL1,ENSG00000131094,17,44959693,44968303,-1,17
DCAKD,ENSG00000172992,17,45023338,45061131,-1,17
PLCD3,ENSG00000161714,17,45108959,45133354,-1,17
MIR6784,ENSG00000277249,17,45114367,45114433,-1,17
ACBD4,ENSG00000181513,17,45132600,45144181,1,17
HEXIM1,ENSG00000186834,17,45148475,45152099,1,17
HEXIM2,ENSG00000168517,17,45160700,45170040,1,17
FMNL1,ENSG00000184922,17,45221444,45247319,1,17
MAP3K14-AS1,ENSG00000267278,17,45247905,45269836,1,17
SPATA32,ENSG00000184361,17,45254393,45262094,-1,17
MAP3K14,ENSG00000006062,17,45263119,45317029,-1,17
ARHGAP27,ENSG00000276836,17,45393902,45434421,-1,17
PLEKHM1,ENSG00000277111,17,45435900,45490758,-1,17
MIR4315-1,ENSG00000284055,17,45475363,45475435,-1,17
LRRC37A4P,ENSG00000214425,17,45508109,45550335,-1,17
MAPK8IP1P2,ENSG00000263503,17,45600869,45602340,-1,17
LINC02210,ENSG00000290467,17,45620328,45655156,1,17
LINC02210-CRHR1,ENSG00000263715,17,45620344,45835826,1,17
CRHR1,ENSG00000278232,17,45784277,45835828,1,17
MAPT-AS1,ENSG00000264589,17,45799390,45895704,-1,17
SPPL2C,ENSG00000185294,17,45844881,45847067,1,17
MAPT,ENSG00000276155,17,45894527,46028334,1,17
MAPT-IT1,ENSG00000282620,17,45895783,45898798,1,17
STH,ENSG00000281139,17,45999250,45999694,1,17
KANSL1,ENSG00000120071,17,46029916,46225389,-1,17
KANSL1-AS1,ENSG00000282799,17,46193552,46197842,1,17
ARL17B,ENSG00000228696,17,46274184,46361766,-1,17
LRRC37A,ENSG00000176681,17,46292733,46338077,1,17
LRRC37A2,ENSG00000274332,17,46372855,46487141,1,17
ARL17A,ENSG00000185829,17,46499780,46579695,-1,17
NSF,ENSG00000276262,17,46590669,46757679,1,17
WNT3,ENSG00000277641,17,46762506,46833154,-1,17
WNT9B,ENSG00000158955,17,46833201,46886730,1,17
GOSR2,ENSG00000108433,17,46923075,46975524,1,17
MIR5089,ENSG00000264999,17,46973017,46973100,1,17
RPRML,ENSG00000179673,17,46978156,46979253,-1,17
CDC27,ENSG00000004897,17,47117703,47189422,-1,17
MYL4,ENSG00000198336,17,47200446,47223679,1,17
ITGB3,ENSG00000259207,17,47253827,47313743,1,17
EFCAB13,ENSG00000178852,17,47323290,47441312,1,17
MRPL45P2,ENSG00000228782,17,47482992,47492459,-1,17
NPEPPS,ENSG00000141279,17,47522942,47624665,1,17
KPNB1,ENSG00000108424,17,47649476,47685505,1,17
TBKBP1,ENSG00000198933,17,47694161,47712052,1,17
TBX21,ENSG00000073861,17,47733236,47746122,1,17
OSBPL7,ENSG00000006025,17,47807372,47821803,-1,17
MRPL10,ENSG00000159111,17,47823272,47831541,-1,17
LRRC46,ENSG00000141294,17,47831634,47837719,1,17
SCRN2,ENSG00000141295,17,47837692,47841289,-1,17
SP6,ENSG00000189120,17,47844908,47855874,-1,17
SP2-AS1,ENSG00000234494,17,47873927,47941417,-1,17
SP2,ENSG00000167182,17,47896150,47928957,1,17
PNPO,ENSG00000108439,17,47941506,47949308,1,17
PRR15L,ENSG00000167183,17,47951967,47957883,-1,17
CDK5RAP3,ENSG00000108465,17,47967810,47981781,1,17
COPZ2,ENSG00000005243,17,48026167,48038030,-1,17
MIR152,ENSG00000207947,17,48037161,48037247,-1,17
NFE2L1,ENSG00000082641,17,48048329,48061545,1,17
CBX1,ENSG00000108468,17,48070052,48101478,-1,17
SNX11,ENSG00000002919,17,48103357,48123601,1,17
SKAP1,ENSG00000141293,17,48133437,48430275,-1,17
MIR1203,ENSG00000221739,17,48156427,48156511,-1,17
HOXB1,ENSG00000120094,17,48528526,48531011,-1,17
HOXB2,ENSG00000173917,17,48540894,48545109,-1,17
HOXB-AS1,ENSG00000230148,17,48543002,48554788,1,17
HOXB3,ENSG00000120093,17,48548870,48604912,-1,17
HOXB-AS3,ENSG00000233101,17,48549630,48606414,1,17
HOXB4,ENSG00000182742,17,48575507,48578350,-1,17
MIR10A,ENSG00000284038,17,48579838,48579947,-1,17
HOXB5,ENSG00000120075,17,48591257,48593779,-1,17
HOXB6,ENSG00000108511,17,48595751,48604992,-1,17
HOXB7,ENSG00000260027,17,48607232,48633572,-1,17
HOXB8,ENSG00000120068,17,48611377,48615292,-1,17
HOXB9,ENSG00000170689,17,48621156,48626358,-1,17
MIR196A1,ENSG00000210741,17,48632490,48632559,-1,17
PRAC1,ENSG00000159182,17,48721719,48722518,-1,17
PRAC2,ENSG00000229637,17,48723185,48724758,1,17
MIR3185,ENSG00000263602,17,48724408,48724475,-1,17
HOXB13,ENSG00000159184,17,48724763,48728750,-1,17
TTLL6,ENSG00000170703,17,48762234,48817229,-1,17
CALCOCO2,ENSG00000136436,17,48831018,48868228,1,17
UBE2Z,ENSG00000159202,17,48908407,48929056,1,17
SNF8,ENSG00000159210,17,48929316,48944842,-1,17
GIP,ENSG00000159224,17,48958554,48968596,-1,17
IGF2BP1,ENSG00000159217,17,48997385,49056145,1,17
B4GALNT2,ENSG00000167080,17,49132460,49176840,1,17
GNGT2,ENSG00000167083,17,49202791,49210574,-1,17
ABI3,ENSG00000108798,17,49210411,49223225,1,17
PHOSPHO1,ENSG00000173868,17,49223366,49230787,-1,17
FLJ40194,ENSG00000177369,17,49224669,49318011,1,17
MIR6129,ENSG00000273500,17,49288346,49288454,-1,17
ZNF652,ENSG00000198740,17,49289206,49362473,-1,17
LINC02075,ENSG00000249497,17,49457861,49461749,-1,17
NGFR,ENSG00000064300,17,49495293,49515008,1,17
MIR6165,ENSG00000277478,17,49510817,49510900,1,17
NXPH3,ENSG00000182575,17,49575871,49583827,1,17
SPOP,ENSG00000121067,17,49598884,49678163,-1,17
SLC35B1,ENSG00000121073,17,49700934,49709014,-1,17
FAM117A,ENSG00000121104,17,49710332,49789180,-1,17
KAT7,ENSG00000136504,17,49788624,49835026,1,17
TAC4,ENSG00000176358,17,49838300,49848069,-1,17
DLX4,ENSG00000108813,17,49968588,49974959,1,17
DLX3,ENSG00000064195,17,49990005,49995224,-1,17
PICART1,ENSG00000246640,17,50050349,50056018,-1,17
ITGA3,ENSG00000005884,17,50055968,50090481,1,17
PDK2,ENSG00000005882,17,50094737,50112152,1,17
SAMD14,ENSG00000167100,17,50110040,50130160,-1,17
PPP1R9B,ENSG00000108819,17,50133737,50150677,-1,17
SGCA,ENSG00000108823,17,50164214,50175928,1,17
COL1A1,ENSG00000108821,17,50184101,50201632,-1,17
TMEM92,ENSG00000167105,17,50271406,50281485,1,17
TMEM92-AS1,ENSG00000251179,17,50280873,50290245,-1,17
XYLT2,ENSG00000015532,17,50346126,50363138,1,17
MRPL27,ENSG00000108826,17,50367857,50373207,-1,17
EME1,ENSG00000154920,17,50373220,50381483,1,17
LRRC59,ENSG00000108829,17,50375059,50397523,-1,17
ACSF2,ENSG00000167107,17,50426158,50474845,1,17
CHAD,ENSG00000136457,17,50464496,50468906,-1,17
RSAD1,ENSG00000136444,17,50478860,50485974,1,17
MYCBPAP,ENSG00000136449,17,50508425,50531501,1,17
LOC105371824,ENSG00000250286,17,50525520,50538761,-1,17
EPN3,ENSG00000049283,17,50532682,50543750,1,17
SPATA20,ENSG00000006282,17,50543058,50555852,1,17
CACNA1G-AS1,ENSG00000250107,17,50556200,50562398,-1,17
CACNA1G,ENSG00000006283,17,50560715,50627474,1,17
ABCC3,ENSG00000108846,17,50634777,50692253,1,17
ANKRD40,ENSG00000154945,17,50693198,50707914,-1,17
LUC7L3,ENSG00000108848,17,50719565,50756219,1,17
MIR8059,ENSG00000278672,17,50768650,50768730,1,17
WFIKKN2,ENSG00000173714,17,50834650,50842353,1,17
TOB1,ENSG00000141232,17,50862223,50867978,-1,17
TOB1-AS1,ENSG00000229980,17,50866605,50938089,1,17
SPAG9,ENSG00000008294,17,50962174,51120868,-1,17
NME1,ENSG00000239672,17,51153559,51162428,1,17
NME1-NME2,ENSG00000011052,17,51153590,51171744,1,17
NME2,ENSG00000243678,17,51165435,51171744,1,17
MBTD1,ENSG00000011258,17,51177425,51260163,-1,17
UTP18,ENSG00000011260,17,51260546,51297936,1,17
LINC02071,ENSG00000249383,17,51312609,51335165,-1,17
LINC02073,ENSG00000267452,17,51336644,51521402,1,17
CA10,ENSG00000154975,17,51630313,52160017,-1,17
LINC01982,ENSG00000263317,17,52389828,52535775,1,17
LINC02089,ENSG00000226364,17,52862065,53105367,1,17
KIF2B,ENSG00000141200,17,53822927,53825193,1,17
TOM1L1,ENSG00000141198,17,54899387,54961956,1,17
COX11,ENSG00000166260,17,54951902,54968703,-1,17
STXBP4,ENSG00000166263,17,54968727,55173632,1,17
HLF,ENSG00000108924,17,55264960,55325187,1,17
MMD,ENSG00000108960,17,55392622,55421924,-1,17
TMEM100,ENSG00000166292,17,55719627,55732121,-1,17
PCTP,ENSG00000141179,17,55751051,55842830,1,17
ANKFN1,ENSG00000153930,17,55882301,56517016,1,17
NOG,ENSG00000183691,17,56593699,56595611,1,17
C17orf67,ENSG00000214226,17,56791913,56838773,-1,17
DGKE,ENSG00000153933,17,56834107,56869567,1,17
TRIM25,ENSG00000121060,17,56836387,56914080,-1,17
MIR3614,ENSG00000284542,17,56891270,56891355,-1,17
COIL,ENSG00000121058,17,56938199,56961050,-1,17
SCPEP1,ENSG00000121064,17,56978129,57006768,1,17
RNF126P1,ENSG00000293179,17,57045478,57046797,1,17
AKAP1,ENSG00000121057,17,57085092,57121346,1,17
MSI2,ENSG00000153944,17,57255851,57684689,1,17
LOC101927557,ENSG00000266100,17,57522248,57523597,-1,17
CCDC182,ENSG00000166329,17,57744495,57745299,-1,17
MRPS23,ENSG00000181610,17,57834781,57850056,-1,17
CUEDC1,ENSG00000180891,17,57861243,57955412,-1,17
VEZF1,ENSG00000136451,17,57971547,57988259,-1,17
SRSF1,ENSG00000136450,17,58000919,58007346,-1,17
DYNLL2,ENSG00000264364,17,58083419,58095542,1,17
OR4D1,ENSG00000141194,17,58148384,58159585,1,17
MSX2P1,ENSG00000229590,17,58157028,58157800,1,17
OR4D2,ENSG00000255713,17,58166982,58171411,1,17
EPX,ENSG00000121053,17,58192726,58205174,1,17
MKS1,ENSG00000011143,17,58205441,58219605,-1,17
LPO,ENSG00000167419,17,58218548,58268518,1,17
MPO,ENSG00000005381,17,58269855,58280935,-1,17
TSPOAP1,ENSG00000005379,17,58301228,58328795,-1,17
TSPOAP1-AS1,ENSG00000265148,17,58324472,58415766,1,17
MIR142,ENSG00000284353,17,58331232,58331318,-1,17
MIR4736,ENSG00000264399,17,58335976,58336022,-1,17
SUPT4H1,ENSG00000213246,17,58345175,58353093,-1,17
RNF43,ENSG00000108375,17,58353676,58417595,-1,17
HSF5,ENSG00000176160,17,58420167,58488408,-1,17
MTMR4,ENSG00000108389,17,58489529,58517905,-1,17
TEX14,ENSG00000121101,17,58556678,58692055,-1,17
RAD51C,ENSG00000108384,17,58692573,58735611,1,17
PPM1E,ENSG00000175175,17,58755854,58985179,1,17
TRIM37,ENSG00000108395,17,58982638,59106921,-1,17
SKA2,ENSG00000182628,17,59109857,59155260,-1,17
MIR454,ENSG00000211514,17,59137758,59137872,-1,17
MIR301A,ENSG00000207996,17,59151136,59151221,-1,17
PRR11,ENSG00000068489,17,59155732,59206709,1,17
SMG8,ENSG00000167447,17,59209400,59215239,1,17
GDPD1,ENSG00000153982,17,59220467,59275970,1,17
YPEL2,ENSG00000175155,17,59331655,59401729,1,17
MIR4729,ENSG00000263857,17,59366083,59366154,1,17
LINC01476,ENSG00000265313,17,59400318,59526946,-1,17
DHX40,ENSG00000108406,17,59565558,59608345,1,17
CLTC,ENSG00000141367,17,59619680,59696956,1,17
PTRH2,ENSG00000141378,17,59674636,59707626,-1,17
VMP1,ENSG00000062716,17,59707192,59842255,1,17
MIR21,ENSG00000284190,17,59841266,59841337,1,17
TUBD1,ENSG00000108423,17,59859426,59892945,-1,17
RPS6KB1,ENSG00000108443,17,59893046,59950574,1,17
RNFT1,ENSG00000189050,17,59952240,59964761,-1,17
TBC1D3P1-DHX40P1,ENSG00000267104,17,59962363,60019053,-1,17
HEATR6,ENSG00000068097,17,60041008,60078922,-1,17
MIR4737,ENSG00000264049,17,60043025,60043105,-1,17
WFDC21P,ENSG00000293515,17,60083560,60091985,-1,17
LOC653653,ENSG00000293358,17,60101759,60102919,-1,17
CA4,ENSG00000167434,17,60149942,60170899,1,17
USP32,ENSG00000170832,17,60177327,60422470,-1,17
SCARNA20,ENSG00000252577,17,60231516,60231646,-1,17
APPBP2,ENSG00000062725,17,60443158,60526242,-1,17
LINC01999,ENSG00000267772,17,60551138,60596604,1,17
PPM1D,ENSG00000170836,17,60600193,60666280,1,17
BCAS3,ENSG00000141376,17,60677453,61392838,1,17
TBX2-AS1,ENSG00000267280,17,61361666,61413305,-1,17
TBX2,ENSG00000121068,17,61399843,61409466,1,17
TBX4,ENSG00000121075,17,61452404,61485110,1,17
NACA2,ENSG00000253506,17,61590421,61591219,-1,17
BRIP1,ENSG00000136492,17,61679139,61863559,-1,17
INTS2,ENSG00000108506,17,61865367,61928016,-1,17
MED13,ENSG00000108510,17,61942605,62065278,-1,17
TBC1D3P2,ENSG00000290800,17,62264705,62275655,-1,17
EFCAB3,ENSG00000172421,17,62343941,62416480,1,17
METTL2A,ENSG00000087995,17,62423875,62453385,1,17
TLK2,ENSG00000146872,17,62458658,62615481,1,17
MRC2,ENSG00000011028,17,62627670,62693597,1,17
MIR633,ENSG00000207552,17,62944215,62944312,1,17
TANC2,ENSG00000170921,17,62966235,63427703,1,17
CYB561,ENSG00000008283,17,63432304,63446354,-1,17
ACE,ENSG00000159640,17,63477061,63498380,1,17
KCNH6,ENSG00000173826,17,63523334,63548977,1,17
DCAF7,ENSG00000136485,17,63550222,63594286,1,17
TACO1,ENSG00000136463,17,63600882,63608365,1,17
MAP3K3,ENSG00000198909,17,63622415,63696305,1,17
STRADA,ENSG00000266173,17,63682336,63741986,-1,17
LIMD2,ENSG00000136490,17,63695888,63701172,-1,17
CCDC47,ENSG00000108588,17,63745255,63776351,-1,17
DDX42,ENSG00000198231,17,63773603,63819317,1,17
FTSJ3,ENSG00000108592,17,63819433,63830012,-1,17
PSMC5,ENSG00000087191,17,63827152,63832026,1,17
SMARCD2,ENSG00000108604,17,63832081,63843065,-1,17
TCAM1P,ENSG00000293480,17,63849267,63864381,1,17
CSH2,ENSG00000213218,17,63872012,63873766,-1,17
GH2,ENSG00000136487,17,63880215,63881944,-1,17
CSH1,ENSG00000136488,17,63894909,63896661,-1,17
CSHL1,ENSG00000204414,17,63909597,63911341,-1,17
GH1,ENSG00000259384,17,63917200,63918839,-1,17
CD79B,ENSG00000007312,17,63928738,63932336,-1,17
SCN4A,ENSG00000007314,17,63938554,63972918,-1,17
PRR29-AS1,ENSG00000264954,17,63994763,63999899,-1,17
PRR29,ENSG00000224383,17,63998351,64004305,1,17
ICAM2,ENSG00000108622,17,64002594,64020634,-1,17
ERN1,ENSG00000178607,17,64039080,64130819,-1,17
SNHG25,ENSG00000266402,17,64145208,64146810,1,17
SNORD104,ENSG00000199753,17,64146083,64146152,1,17
SNORA50C,ENSG00000277887,17,64146339,64146471,1,17
TEX2,ENSG00000136478,17,64147227,64263260,-1,17
PECAM1,ENSG00000261371,17,64319415,64413776,-1,17
MILR1,ENSG00000271605,17,64449037,64492770,1,17
POLG2,ENSG00000256525,17,64477785,64497054,-1,17
DDX5,ENSG00000108654,17,64498254,64508199,-1,17
MIR3064,ENSG00000284564,17,64500774,64500839,-1,17
MIR5047,ENSG00000284368,17,64501214,64501313,-1,17
CEP95,ENSG00000258890,17,64506865,64542461,1,17
SMURF2,ENSG00000108854,17,64542282,64662307,-1,17
ARHGAP27P1-BPTFP1-KPNA2P3,ENSG00000215769,17,64749663,64781707,-1,17
MIR6080,ENSG00000278581,17,64780759,64780824,1,17
PLEKHM1P1,ENSG00000293669,17,64781484,64837207,-1,17
MIR4315-2,ENSG00000284172,17,64822030,64822102,-1,17
LRRC37A3,ENSG00000275621,17,64854130,64919480,-1,17
AMZ2P1,ENSG00000291140,17,64966425,64975683,-1,17
GNA13,ENSG00000120063,17,65009289,65056740,-1,17
RGS9,ENSG00000108370,17,65100812,65227703,1,17
AXIN2,ENSG00000168646,17,65528563,65561648,-1,17
CEP112,ENSG00000154240,17,65635537,66192133,-1,17
APOH,ENSG00000091583,17,66212033,66256525,-1,17
PRKCA,ENSG00000154229,17,66302613,66810743,1,17
PRKCA-AS1,ENSG00000264630,17,66398069,66416854,-1,17
MIR634,ENSG00000207943,17,66787072,66787168,1,17
CACNG5,ENSG00000075429,17,66835117,66894751,1,17
CACNG4,ENSG00000075461,17,66964707,67033398,1,17
CACNG1,ENSG00000108878,17,67044554,67056797,1,17
HELZ,ENSG00000198265,17,67070444,67245989,-1,17
PSMD12,ENSG00000197170,17,67337916,67366605,-1,17
PITPNC1,ENSG00000154217,17,67377281,67697256,1,17
MIR548AA2,ENSG00000207688,17,67471489,67471585,1,17
MIR548D2,ENSG00000263690,17,67471489,67471585,-1,17
NOL11,ENSG00000130935,17,67717931,67744531,1,17
SNORA38B,ENSG00000200394,17,67740669,67740799,1,17
BPTF,ENSG00000171634,17,67825503,67984378,1,17
C17orf58,ENSG00000186665,17,67991099,67996469,-1,17
KPNA2,ENSG00000182481,17,68035636,68047364,1,17
LINC00674,ENSG00000237854,17,68101908,68114527,1,17
AMZ2,ENSG00000196704,17,68205481,68257712,1,17
ARSG,ENSG00000141337,17,68259182,68422731,1,17
SLC16A6,ENSG00000108932,17,68267026,68291267,-1,17
WIPI1,ENSG00000070540,17,68420948,68457513,-1,17
MIR635,ENSG00000207561,17,68424451,68424548,-1,17
PRKAR1A,ENSG00000108946,17,68511780,68551319,1,17
FAM20A,ENSG00000108950,17,68535113,68601367,-1,17
LINC01482,ENSG00000267659,17,68591782,68763882,1,17
ABCA8,ENSG00000141338,17,68867289,68955392,-1,17
ABCA9-AS1,ENSG00000231749,17,68944531,69042784,1,17
ABCA9,ENSG00000154258,17,68974488,69060949,-1,17
ABCA6,ENSG00000154262,17,69078702,69141895,-1,17
MIR4524B,ENSG00000265331,17,69099542,69099656,1,17
MIR4524A,ENSG00000283385,17,69099564,69099632,-1,17
ABCA10,ENSG00000154263,17,69147214,69244846,-1,17
PRO1804,ENSG00000278873,17,69232963,69235012,-1,17
ABCA5,ENSG00000154265,17,69244311,69327244,-1,17
MAP2K6,ENSG00000108984,17,69414697,69553865,1,17
LINC01483,ENSG00000227517,17,69563386,69903566,1,17
LINC01497,ENSG00000237560,17,69913385,69994845,1,17
